,nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,pose
175,"['0.2387774', '0.5020235']","['0.23194715', '0.51183844']","['0.23085314', '0.4887955']","['0.24829149', '0.5281487']","['0.25453785', '0.47271606']","['0.3031323', '0.5645072']","['0.30922744', '0.4463308']","['0.20371634', '0.59992963']","['0.22210656', '0.40512028']","['0.15907414', '0.5263749']","['0.16263992', '0.4842457']","['0.5140843', '0.53111863']","['0.50756073', '0.4519003']","['0.701238', '0.5085872']","['0.59358317', '0.33519524']","['0.85961306', '0.4792291']","['0.60928386', '0.47477084']",t
176,"['0.29545757', '0.50460887']","['0.27914786', '0.51706654']","['0.2828323', '0.49053377']","['0.28397092', '0.53758216']","['0.29258442', '0.47872147']","['0.33828786', '0.5540461']","['0.3344873', '0.4605514']","['0.40255442', '0.5946621']","['0.40387642', '0.42410028']","['0.36643335', '0.5398714']","['0.36594623', '0.48548254']","['0.50570697', '0.5292654']","['0.49494755', '0.47553802']","['0.60686064', '0.52163666']","['0.5423641', '0.393081']","['0.7018279', '0.51787573']","['0.54264855', '0.4663104']",t
177,"['0.2068836', '0.41543993']","['0.19913502', '0.4319631']","['0.19839142', '0.4013834']","['0.2200193', '0.45122528']","['0.22018006', '0.38289788']","['0.27892786', '0.4773415']","['0.27320024', '0.36270055']","['0.19328448', '0.5228645']","['0.17095646', '0.32280526']","['0.1063034', '0.4528945']","['0.10389135', '0.3983349']","['0.47702354', '0.4666081']","['0.47941655', '0.38141474']","['0.58842105', '0.5934378']","['0.66844064', '0.40889212']","['0.6769022', '0.45471627']","['0.8196741', '0.4339796']",t
178,"['0.3641842', '0.51980656']","['0.3570474', '0.5328203']","['0.3548399', '0.50939006']","['0.3631266', '0.54973775']","['0.3648726', '0.49650413']","['0.4125077', '0.5631263']","['0.40788096', '0.476699']","['0.32138416', '0.5810272']","['0.31682116', '0.4684268']","['0.2492115', '0.54722595']","['0.24592356', '0.50424534']","['0.58120155', '0.5526849']","['0.57808614', '0.47906703']","['0.7434045', '0.5286142']","['0.6424312', '0.37759826']","['0.878824', '0.5149806']","['0.6953474', '0.50485975']",t
179,"['0.34068197', '0.49915326']","['0.32756352', '0.51068354']","['0.3260085', '0.48729438']","['0.33680987', '0.5239551']","['0.33367535', '0.47235796']","['0.3862729', '0.5401844']","['0.36868197', '0.45763543']","['0.41937354', '0.5352087']","['0.3078295', '0.44976494']","['0.37869057', '0.4973719']","['0.26819628', '0.4510212']","['0.54597515', '0.5337219']","['0.5544958', '0.47706434']","['0.67426866', '0.57226443']","['0.68322325', '0.4843317']","['0.570947', '0.48079088']","['0.76974124', '0.49403164']",t
180,"['0.26232213', '0.51117694']","['0.24845618', '0.526262']","['0.24786958', '0.49527627']","['0.2549547', '0.5486192']","['0.25870085', '0.48290446']","['0.329199', '0.57796973']","['0.33290336', '0.4535786']","['0.1993402', '0.57863945']","['0.20807984', '0.4456967']","['0.0989754', '0.52340066']","['0.100140706', '0.494692']","['0.5635568', '0.54058665']","['0.5560736', '0.46510315']","['0.7642627', '0.5269673']","['0.6667734', '0.29947516']","['0.94606787', '0.49899384']","['0.66511244', '0.48634356']",t
181,"['0.29508442', '0.4858223']","['0.2811116', '0.49822024']","['0.2826363', '0.4738507']","['0.28852597', '0.5132344']","['0.2932299', '0.46442157']","['0.3434408', '0.54011005']","['0.34038883', '0.43325314']","['0.40726605', '0.56807667']","['0.40358624', '0.40584895']","['0.38531536', '0.50722957']","['0.37877968', '0.46850714']","['0.4959169', '0.50911105']","['0.49365512', '0.44895688']","['0.62532103', '0.4914023']","['0.5484238', '0.34507063']","['0.73304576', '0.47434413']","['0.5506922', '0.45606315']",t
182,"['0.08456939', '0.47176528']","['0.07679363', '0.4897363']","['0.07810372', '0.45304805']","['0.1052494', '0.5126312']","['0.110566325', '0.43287814']","['0.20368421', '0.56677216']","['0.21199648', '0.38353884']","['0.32646608', '0.6353365']","['0.34065267', '0.3220668']","['0.31043094', '0.51014537']","['0.307333', '0.4559552']","['0.46539792', '0.5215313']","['0.45473316', '0.408977']","['0.69183624', '0.48726287']","['0.5542973', '0.26986572']","['0.91493607', '0.4403503']","['0.68834007', '0.4055077']",t
183,"['0.2387774', '0.5020235']","['0.23194715', '0.51183844']","['0.23085314', '0.4887955']","['0.24829149', '0.5281487']","['0.25453785', '0.47271606']","['0.3031323', '0.5645072']","['0.30922744', '0.4463308']","['0.20371634', '0.59992963']","['0.22210656', '0.40512028']","['0.15907414', '0.5263749']","['0.16263992', '0.4842457']","['0.5140843', '0.53111863']","['0.50756073', '0.4519003']","['0.701238', '0.5085872']","['0.59358317', '0.33519524']","['0.85961306', '0.4792291']","['0.60928386', '0.47477084']",t
184,"['0.26293784', '0.4212588']","['0.24965088', '0.4333419']","['0.2518081', '0.40184933']","['0.2595761', '0.44826007']","['0.26427218', '0.3859885']","['0.32100385', '0.46707395']","['0.3256768', '0.3674808']","['0.2028505', '0.4716922']","['0.20044483', '0.35788223']","['0.11154877', '0.4363771']","['0.11706567', '0.3971583']","['0.5403725', '0.4646111']","['0.5392423', '0.3773678']","['0.6619644', '0.59682643']","['0.7313401', '0.40783772']","['0.62448823', '0.44336617']","['0.8899613', '0.43123582']",t
185,"['0.20023751', '0.4713033']","['0.19150153', '0.48624054']","['0.19136943', '0.45315537']","['0.21592788', '0.5043745']","['0.21623467', '0.43396395']","['0.2874291', '0.5416291']","['0.2935787', '0.39736956']","['0.22255217', '0.6456286']","['0.21245402', '0.2980005']","['0.1463358', '0.7285088']","['0.14414921', '0.21611395']","['0.5184964', '0.5339481']","['0.525017', '0.4454136']","['0.62847173', '0.6913937']","['0.7441559', '0.47871125']","['0.6249724', '0.51274943']","['0.90827596', '0.5017582']",t
186,"['0.29508442', '0.4858223']","['0.2811116', '0.49822024']","['0.2826363', '0.4738507']","['0.28852597', '0.5132344']","['0.2932299', '0.46442157']","['0.3434408', '0.54011005']","['0.34038883', '0.43325314']","['0.40726605', '0.56807667']","['0.40358624', '0.40584895']","['0.38531536', '0.50722957']","['0.37877968', '0.46850714']","['0.4959169', '0.50911105']","['0.49365512', '0.44895688']","['0.62532103', '0.4914023']","['0.5484238', '0.34507063']","['0.73304576', '0.47434413']","['0.5506922', '0.45606315']",t
187,"['0.24565026', '0.45855534']","['0.23622854', '0.47317088']","['0.23533876', '0.44314203']","['0.25139925', '0.49506512']","['0.25526598', '0.42845652']","['0.31480673', '0.51443857']","['0.32097545', '0.4079528']","['0.19569692', '0.51512593']","['0.1904408', '0.40402266']","['0.09582193', '0.50874233']","['0.091678634', '0.39579108']","['0.52450824', '0.5266871']","['0.54868007', '0.44041118']","['0.6448657', '0.6739567']","['0.74714077', '0.4710038']","['0.6417', '0.6578936']","['0.9065676', '0.49178535']",t
188,"['0.31302896', '0.4931072']","['0.29619518', '0.50847477']","['0.29778972', '0.48049116']","['0.29669333', '0.5315627']","['0.3022024', '0.4692152']","['0.3391384', '0.5543199']","['0.33778998', '0.4523201']","['0.22401567', '0.5260002']","['0.22421205', '0.45149922']","['0.1259529', '0.5109845']","['0.12790625', '0.4766692']","['0.5667652', '0.5317578']","['0.56390357', '0.46152377']","['0.7406506', '0.5181416']","['0.6690974', '0.33988118']","['0.8848177', '0.4933784']","['0.63235354', '0.47280887']",t
189,"['0.34068197', '0.49915326']","['0.32756352', '0.51068354']","['0.3260085', '0.48729438']","['0.33680987', '0.5239551']","['0.33367535', '0.47235796']","['0.3862729', '0.5401844']","['0.36868197', '0.45763543']","['0.41937354', '0.5352087']","['0.3078295', '0.44976494']","['0.37869057', '0.4973719']","['0.26819628', '0.4510212']","['0.54597515', '0.5337219']","['0.5544958', '0.47706434']","['0.67426866', '0.57226443']","['0.68322325', '0.4843317']","['0.570947', '0.48079088']","['0.76974124', '0.49403164']",t
190,"['0.32145035', '0.7879286']","['0.30745772', '0.80082244']","['0.30684042', '0.7789013']","['0.31017038', '0.81159335']","['0.31565708', '0.76260495']","['0.3520289', '0.82108265']","['0.34500727', '0.7501363']","['0.29630277', '0.87350816']","['0.2918139', '0.70337033']","['0.23590077', '0.90204626']","['0.21097492', '0.6588921']","['0.511363', '0.8017556']","['0.5035757', '0.74653983']","['0.6235603', '0.78822595']","['0.56496674', '0.6712356']","['0.7208791', '0.7729374']","['0.5368379', '0.7326144']",t
191,"['0.36469933', '0.5192141']","['0.35699365', '0.53316635']","['0.355224', '0.5092526']","['0.36336172', '0.5517907']","['0.3649032', '0.49594983']","['0.41736898', '0.56060517']","['0.41137147', '0.48177305']","['0.32579404', '0.58195096']","['0.32726762', '0.46935126']","['0.24999973', '0.5439273']","['0.25006798', '0.51081526']","['0.5855205', '0.54749507']","['0.5776962', '0.47836432']","['0.7462205', '0.53093284']","['0.64461005', '0.3824783']","['0.880702', '0.5144217']","['0.69415873', '0.49936533']",t
192,"['0.36658671', '0.4659228']","['0.3528208', '0.48034462']","['0.35373235', '0.4529063']","['0.35938177', '0.49837554']","['0.3650129', '0.43846735']","['0.41211575', '0.518963']","['0.40825197', '0.42147985']","['0.3077484', '0.5103653']","['0.3136527', '0.42159218']","['0.2211491', '0.48492345']","['0.22091383', '0.44753292']","['0.6008539', '0.4910709']","['0.5920923', '0.41838935']","['0.7739331', '0.45987013']","['0.66411793', '0.29364464']","['0.91076684', '0.4359056']","['0.6660435', '0.43599355']",t
193,"['0.2632282', '0.38767093']","['0.25470468', '0.39970464']","['0.25118575', '0.37603486']","['0.26462018', '0.42019635']","['0.26231852', '0.36108038']","['0.31378123', '0.43624443']","['0.3154194', '0.33999735']","['0.20793466', '0.44085696']","['0.20894097', '0.34117225']","['0.12105008', '0.41415343']","['0.12145557', '0.37251604']","['0.5109612', '0.4428449']","['0.52171487', '0.3613107']","['0.59060645', '0.5738588']","['0.6811414', '0.38718078']","['0.5874107', '0.41887453']","['0.83948725', '0.40491772']",t
194,"['0.2162262', '0.49415132']","['0.19832677', '0.50872236']","['0.20238878', '0.47750238']","['0.2081698', '0.5272518']","['0.21621351', '0.46039763']","['0.27331632', '0.5335801']","['0.27754644', '0.45138723']","['0.36033487', '0.5798484']","['0.36071503', '0.39714843']","['0.34072948', '0.53888196']","['0.306289', '0.46654248']","['0.4520845', '0.5189272']","['0.45936796', '0.45848837']","['0.53660786', '0.58583605']","['0.60730577', '0.48861337']","['0.62579453', '0.5174447']","['0.7413233', '0.48872444']",t
195,"['0.41611734', '0.4378395']","['0.41074434', '0.44221526']","['0.41750756', '0.4348687']","['0.41310576', '0.45405862']","['0.4260539', '0.4448913']","['0.4112615', '0.485403']","['0.45944247', '0.4511707']","['0.36641598', '0.48354593']","['0.5155268', '0.460182']","['0.32750872', '0.451489']","['0.53271645', '0.42462793']","['0.4992856', '0.5190397']","['0.51324594', '0.48712197']","['0.56061125', '0.49921665']","['0.5649', '0.49692443']","['0.63673705', '0.5075762']","['0.6323569', '0.50705403']",t
196,"['0.30837262', '0.5015824']","['0.29586247', '0.51019204']","['0.29613096', '0.49130127']","['0.30098802', '0.5248058']","['0.30567616', '0.4804243']","['0.35210314', '0.54641765']","['0.34600583', '0.44767857']","['0.42023394', '0.5762079']","['0.41963458', '0.4198325']","['0.39405206', '0.5167529']","['0.3909641', '0.476685']","['0.50717837', '0.52084666']","['0.50043553', '0.46496734']","['0.6211836', '0.4949044']","['0.5750343', '0.3759917']","['0.73135203', '0.48571703']","['0.6000001', '0.4864792']",t
197,"['0.2512537', '0.47751385']","['0.23715022', '0.4958868']","['0.23702383', '0.4598896']","['0.24167493', '0.5224939']","['0.24526517', '0.43879148']","['0.3077973', '0.54528314']","['0.31046385', '0.4260323']","['0.2163611', '0.6075273']","['0.232326', '0.35575446']","['0.120596364', '0.6524513']","['0.14288884', '0.3035444']","['0.55119413', '0.52988404']","['0.5537001', '0.44746208']","['0.71917975', '0.52510387']","['0.71766824', '0.39186963']","['0.8705765', '0.52087843']","['0.8516107', '0.47673154']",t
198,"['0.08623346', '0.5208178']","['0.06780773', '0.5422589']","['0.066985816', '0.4999316']","['0.09254612', '0.5727802']","['0.09064093', '0.4755414']","['0.22645077', '0.6294281']","['0.23921774', '0.43214327']","['0.3768228', '0.6677891']","['0.39724126', '0.40380242']","['0.2972477', '0.5539477']","['0.29700834', '0.49836656']","['0.5247793', '0.5590203']","['0.511007', '0.45355257']","['0.7411239', '0.5342729']","['0.6409269', '0.2565061']","['0.9262278', '0.5121363']","['0.6292753', '0.47580555']",t
199,"['0.2873735', '0.45025346']","['0.27618614', '0.46056196']","['0.2762317', '0.43905345']","['0.28356194', '0.4746171']","['0.28698307', '0.42122725']","['0.33304042', '0.50043714']","['0.33925113', '0.40118712']","['0.24450001', '0.5354988']","['0.24504301', '0.36756092']","['0.15809302', '0.5497426']","['0.16626617', '0.3592172']","['0.51023865', '0.4972568']","['0.52288276', '0.42625466']","['0.609804', '0.6007309']","['0.681367', '0.44533944']","['0.58238983', '0.4817825']","['0.7896142', '0.45974112']",t
200,"['0.34782356', '0.4845192']","['0.34086344', '0.4935677']","['0.33346894', '0.47742206']","['0.35110554', '0.50690067']","['0.34355664', '0.4676018']","['0.38293314', '0.51637995']","['0.3840596', '0.45148912']","['0.28277507', '0.5159696']","['0.29941365', '0.46249968']","['0.22159916', '0.50607216']","['0.2227697', '0.47750986']","['0.5122378', '0.51842856']","['0.52783483', '0.4684694']","['0.5735838', '0.6022158']","['0.6383105', '0.48521745']","['0.5726676', '0.5109334']","['0.7419899', '0.4924772']",t
201,"['0.19239183', '0.49661592']","['0.175851', '0.5148529']","['0.17455675', '0.48096958']","['0.18699305', '0.54161227']","['0.18878734', '0.46674943']","['0.2599063', '0.5685114']","['0.26625618', '0.4357667']","['0.13487247', '0.6338338']","['0.15099874', '0.35401344']","['0.094491795', '0.5169276']","['0.097988024', '0.47044957']","['0.50887287', '0.52098703']","['0.49625313', '0.43061796']","['0.7248852', '0.4856134']","['0.6079699', '0.27997085']","['0.9123481', '0.459372']","['0.67966485', '0.43423417']",t
202,"['0.20609285', '0.5301145']","['0.18841645', '0.546158']","['0.19099756', '0.5114633']","['0.19998856', '0.5697979']","['0.20373683', '0.493631']","['0.28211227', '0.6146152']","['0.2899302', '0.46057406']","['0.38116103', '0.6973075']","['0.38699007', '0.38197246']","['0.48038527', '0.65480816']","['0.4752658', '0.42754412']","['0.52937114', '0.57290065']","['0.5159782', '0.4872573']","['0.7357027', '0.54442346']","['0.63105613', '0.33421186']","['0.8806619', '0.52782273']","['0.62459284', '0.50996673']",t
203,"['0.2986501', '0.40005928']","['0.27845687', '0.42648852']","['0.26807153', '0.38420415']","['0.27997568', '0.44787124']","['0.28064796', '0.36795405']","['0.4735116', '0.39697403']","['0.3782535', '0.40935335']","['0.6513922', '0.4598671']","['0.6062848', '0.43529898']","['0.6775521', '0.49613968']","['0.67667276', '0.49807492']","['0.7605962', '0.538406']","['0.758492', '0.501285']","['0.7658254', '0.54082304']","['0.770307', '0.501356']","['0.92730045', '0.4909942']","['0.81178534', '0.4847869']",t
204,"['0.20385826', '0.41426286']","['0.18484624', '0.40758815']","['0.1831698', '0.40732887']","['0.17446122', '0.3683251']","['0.17295834', '0.36892754']","['0.24728623', '0.34744668']","['0.24234238', '0.34487695']","['0.3432127', '0.4246586']","['0.3546187', '0.43127665']","['0.34859654', '0.52848005']","['0.3502233', '0.5347541']","['0.46006998', '0.34086713']","['0.46677417', '0.33360332']","['0.5538019', '0.4240715']","['0.6484776', '0.3638686']","['0.7955128', '0.35175276']","['0.8121419', '0.34551492']",t
205,"['0.21111894', '0.40654567']","['0.19884355', '0.3980381']","['0.23031652', '0.38480908']","['0.19494249', '0.4179587']","['0.26943484', '0.39176205']","['0.19896236', '0.5057492']","['0.3199878', '0.42282912']","['0.15154615', '0.3801422']","['0.27661136', '0.3063642']","['0.10852359', '0.25687352']","['0.20325214', '0.19086581']","['0.4823554', '0.62363434']","['0.49058574', '0.5288379']","['0.70687264', '0.6601507']","['0.71926934', '0.50540507']","['0.8886', '0.68435585']","['0.8870031', '0.45710954']",t
206,"['0.2550555', '0.5175077']","['0.2443767', '0.5325236']","['0.24773832', '0.5102258']","['0.2548582', '0.5484649']","['0.253563', '0.50477785']","['0.32051805', '0.5743555']","['0.32396737', '0.47476128']","['0.21596275', '0.6069725']","['0.22286338', '0.447612']","['0.12103749', '0.5501234']","['0.12252845', '0.5177811']","['0.5708424', '0.5517346']","['0.5654496', '0.48306173']","['0.7592507', '0.54217285']","['0.6632004', '0.33047107']","['0.9053034', '0.5369341']","['0.6573863', '0.49759382']",t
207,"['0.3339688', '0.55074203']","['0.31874728', '0.5602039']","['0.32199422', '0.5434493']","['0.32421154', '0.5743186']","['0.33144665', '0.5352751']","['0.36574686', '0.5913665']","['0.36214954', '0.5166527']","['0.42224059', '0.60523254']","['0.42473072', '0.4971244']","['0.38613486', '0.5640314']","['0.38422883', '0.534549']","['0.49630752', '0.5704396']","['0.4923398', '0.5147176']","['0.58889025', '0.55630726']","['0.5213757', '0.44778916']","['0.65680623', '0.5480832']","['0.533002', '0.53885657']",t
208,"['0.33564672', '0.54168516']","['0.3261666', '0.5521854']","['0.32497612', '0.5318714']","['0.3344883', '0.57036626']","['0.33929458', '0.5227465']","['0.37597865', '0.59021264']","['0.37448385', '0.51224923']","['0.28813356', '0.5924297']","['0.29485148', '0.5153134']","['0.20308481', '0.5910465']","['0.19824456', '0.57311934']","['0.5485138', '0.5740252']","['0.5413572', '0.5149307']","['0.678251', '0.5545168']","['0.5993146', '0.43830898']","['0.7946796', '0.5434699']","['0.5907298', '0.50956994']",t
